dynasty,title,author,original_phrase,original_phrase_en,sound_source_raw,sound_source_en,context_window,sound_category,perception_reality,is_negated,lng/X,lat/Y,certainty
Northern and Southern Song Transition,永遇乐,李清照,吹梅笛怨,playing the melancholy flute tune 'Plum Blossom',笛,flute,染柳烟浓，吹梅笛怨，春意知几许。,Instrument,real,FALSE,120.161693,30.280059,T
Northern and Southern Song Transition,永遇乐,李清照,听人笑语,listening to people's laughter and talk,人,people,不如向、帘儿底下，听人笑语。,Human,real,FALSE,120.161693,30.280059,T
Northern and Southern Song Transition,声声慢,李清照,雁过也,wild geese pass by,雁,wild geese,雁过也，正伤心，却是旧时相识。,Animal,real,FALSE,119.3013275,33.529141,T
Northern and Southern Song Transition,声声慢,李清照,点点滴滴,drip drop,细雨,fine rain,梧桐更兼细雨，到黄昏、点点滴滴。,Nature,real,FALSE,119.3013275,33.529141,T
Northern and Southern Song Transition,苏武慢,蔡伸,鸣笳声断,the sound of the reed pipe breaks off,笳,reed pipe,古垒鸣笳声断,Instrument,real,FALSE,116.41,39.91,T
Northern and Southern Song Transition,苏武慢,蔡伸,败叶萧萧,withered leaves rustle,败叶,withered leaves,败叶萧萧,Nature,real,FALSE,116.41,39.91,T
Northern and Southern Song Transition,柳梢青,蔡伸,数声鶗鴂,several cries of the cuckoo,鶗鴂,cuckoo,数声鶗鴂。可怜又是，春归时节。,Animal,real,FALSE,120.16,30.29,F
Southern Song,摸鱼儿,辛弃疾,怨春不语,resent spring not speaking,春,spring,怨春不语,Nature,real,TRUE,117.236762,29.529646,T
Southern Song,水龙吟,辛弃疾,断鸿声里,in the sound of the broken swan,断鸿,broken swan (a lone swan's cry),落日楼头，断鸿声里，江南游子,Animal,real,FALSE,118.259367,29.3561985,T
Southern Song,水龙吟,辛弃疾,栏干拍遍,slapping the railings all over,栏干拍遍,slapping the railings,把吴钩看了，栏干拍遍，无人会、登临意,Environment,real,FALSE,118.259367,29.3561985,T
Southern Song,木兰花慢,辛弃疾,醉来时响空弦,"when drunk, the sound of an empty bowstring rings out",空弦,empty bowstring,目断秋霄落雁，醉来时响空弦。,Environment,imagination,FALSE,115.7053705,30.279967,T
Southern Song,祝英台令,辛弃疾,流莺声住,oriole's song stops,流莺,oriole,倩谁唤、流莺声住,Animal,real,TRUE,115.86,28.68,T
Southern Song,祝英台令,辛弃疾,呜咽梦中语,sobbing words in dream,梦中语,words in dream,罗帐灯昏，呜咽梦中语,Human,dream,FALSE,115.86,28.68,T
Southern Song,青玉案,辛弃疾,凤箫声动,phoenix flute sounds move,凤箫,phoenix flute,凤箫声动，玉壶光转，一夜鱼龙舞。,Instrument,real,FALSE,120.16,30.29,T
Southern Song,青玉案,辛弃疾,笑语盈盈,laughter and talk abundant,笑语,laughter and talk,蛾儿雪柳黄金缕。笑语盈盈暗香去。,Human,real,FALSE,120.16,30.29,T
Southern Song,贺新郎,辛弃疾,霓裳曲罢,the Rainbow Garment music ended,霓裳曲,Rainbow Garment music,自开元、霓裳曲罢,Instrument,memory,FALSE,116.1952135,27.384061,T
Southern Song,贺新郎,辛弃疾,弦解语,the strings understand speech,弦,strings,弦解语，恨难说,Instrument,imagination,FALSE,116.1952135,27.384061,T
Southern Song,贺新郎,辛弃疾,轻拢慢拈,lightly pluck and slowly strum,拢、拈,plucking and strumming,琐窗寒、轻拢慢拈,Instrument,real,FALSE,116.1952135,27.384061,T
Southern Song,贺新郎,辛弃疾,一抹梁州哀彻,a stroke of Liangzhou mournful to the core,一抹,a stroke (of the pipa),推手含情还却手，一抹梁州哀彻,Instrument,real,FALSE,116.1952135,27.384061,T
Southern Song,贺新郎,辛弃疾,弹到此，为呜咽,"playing to this point, becomes sobbing",呜咽,sobbing,弹到此，为呜咽,Human,real,FALSE,116.1952135,27.384061,T
Southern Song,贺新郎,辛弃疾,鹧鸪声住,partridge sound stops,鹧鸪,partridge,更那堪、鹧鸪声住，杜鹃声切,Animal,real,FALSE,116.1952135,27.384061,T
Southern Song,贺新郎,辛弃疾,杜鹃声切,cuckoo's urgent cry,杜鹃,cuckoo,更那堪、鹧鸪声住，杜鹃声切,Animal,real,FALSE,116.1952135,27.384061,T
Southern Song,贺新郎,辛弃疾,悲歌未彻,sad song not yet finished,壮士,hero,正壮士、悲歌未彻,Human,memory,FALSE,116.1952135,27.384061,T
Southern Song,贺新郎,辛弃疾,啼鸟,singing birds,啼鸟,singing birds,啼鸟还知如许恨,Animal,imagination,FALSE,116.1952135,27.384061,T
Northern Song,绿头鸭・多丽,贺铸,彩箫流怨,colorful flute flows with sorrow,彩箫,colorful flute,托微风、彩箫流怨，断肠马上曾闻。,Instrument,memory,FALSE,114.31,34.79,T
Northern Song,绿头鸭・多丽,贺铸,断肠马上曾闻,"heartbroken, once heard on horseback",彩箫,colorful flute,托微风、彩箫流怨，断肠马上曾闻。,Instrument,memory,FALSE,114.31,34.79,T
Northern Song,绿头鸭・多丽,贺铸,调琴思,tuning the qin's thoughts,琴,qin (zither),燕堂开、艳妆丛里，调琴思、认歌颦。,Instrument,real,FALSE,114.31,34.79,T
Northern Song,绿头鸭・多丽,贺铸,认歌颦,recognizing the song's frown,歌,song,燕堂开、艳妆丛里，调琴思、认歌颦。,Human,real,FALSE,114.31,34.79,T
Northern Song,绿头鸭・多丽,贺铸,疏钟,sparse bell,钟,bell,回廊影，疏钟淡月，几许销魂。,Environment,real,FALSE,114.31,34.79,T
Northern Song,水龙吟,晁补之,狂歌似旧,wild singing as before,歌,singing,纵樽前痛饮，狂歌似旧，情难依旧,Human,real,FALSE,118.2125845,32.4328105,T
Northern Song,瑞龙吟,周邦彦,盈盈笑语,light laughter and talk,人,person,侵晨浅约宫黄，障风映袖，盈盈笑语。,Human,memory,FALSE,114.313904,34.802941,T
Northern Song,瑞龙吟,周邦彦,歌舞,singing and dancing,人,person,前度刘郎重到，访邻寻里，同时歌舞。,Human,memory,FALSE,114.313904,34.802941,T
Northern Song,瑞龙吟,周邦彦,声价如故,fame remains as before,秋娘,Qiu Niang (a singer),唯有旧家秋娘，声价如故。,Human,memory,FALSE,114.313904,34.802941,T
Northern Song,锁窗寒・琐寒窗,周邦彦,啼鸦,cawing crows,鸦,crow,暗柳啼鸦,Animal,real,FALSE,114.31,34.79,T
Northern Song,锁窗寒・琐寒窗,周邦彦,愁雨,sorrowful rain,雨,rain,静锁一庭愁雨,Nature,real,FALSE,114.31,34.79,T
Northern Song,锁窗寒・琐寒窗,周邦彦,剪烛西窗语,talk by the west window while trimming the candle,语,speech,故人剪烛西窗语,Human,memory,FALSE,114.31,34.79,T
Northern Song,锁窗寒・琐寒窗,周邦彦,唤酒,call for wine,唤,call,旗亭唤酒,Human,memory,FALSE,114.31,34.79,T
Northern Song,风流子,周邦彦,曾听得理丝簧,once heard the playing of silk and reed instruments,丝簧,silk and reed instruments,绣阁凤帏深几许，曾听得理丝簧。,Instrument,memory,FALSE,115.5250555,31.2026705,T
Northern Song,风流子,周邦彦,未歌先咽,"before singing, first choked with sobs",歌,singing,欲说又休，虑乖芳信，未歌先咽，愁近清觞。,Human,real,FALSE,115.5250555,31.2026705,T
Northern Song,解连环,周邦彦,信音辽邈,news and sounds are distant and vague,信音,news/sounds (of the lover),嗟情人断绝，信音辽邈。,Human,memory,TRUE,114.31,34.79,F
Northern Song,解连环,周邦彦,当日音书,past sounds and letters,音书,sounds and letters (messages),谩记得、当日音书，把闲语闲言，待总烧却。,Human,memory,FALSE,114.31,34.79,F
Northern Song,瑞鹤仙,周邦彦,流莺劝我,wandering oriole urges me,流莺,wandering oriole,有流莺劝我，重解绣鞍，缓引春酌。,Animal,real,FALSE,119.42,32.39,T
Northern Song,瑞鹤仙,周邦彦,惊飙动幕,startling gale moves the curtain,惊飙,startling gale,惊飙动幕。,Nature,real,FALSE,119.42,32.39,T
Northern Song,浪涛沙・浪淘沙,周邦彦,耿耿寒漏咽,the cold water-clock sobs persistently,寒漏,cold water-clock,向露冷风清，无人处、耿耿寒漏咽。,Environment,real,FALSE,114.31,34.79,T
Northern Song,浪涛沙・浪淘沙,周邦彦,怨歌永,the plaintive song lingers,怨歌,plaintive song,怨歌永、琼壶敲尽缺。,Human,real,FALSE,114.31,34.79,T
Northern Song,浪涛沙・浪淘沙,周邦彦,琼壶敲尽缺,the jade pot is struck until it is chipped,琼壶,jade pot,怨歌永、琼壶敲尽缺。,Instrument,real,FALSE,114.31,34.79,T
Northern Song,满庭芳,周邦彦,新绿溅溅,new green splashing sound,水,water,小桥外、新绿溅溅,Nature,real,FALSE,119.05,31.65,T
Northern Song,满庭芳,周邦彦,不堪听、急管繁弦,cannot bear to hear the urgent pipes and numerous strings,急管繁弦,urgent pipes and numerous strings,憔悴江南倦客，不堪听、急管繁弦,Instrument,real,FALSE,119.05,31.65,T
Northern Song,满庭芳,周邦彦,歌筵畔,beside the singing feast,歌,singing,歌筵畔，先安簟枕，容我醉时眠,Human,real,FALSE,119.05,31.65,T
Northern Song,过秦楼,周邦彦,马声初断,horse sounds just ceased,马,horse,巷陌马声初断,Animal,real,TRUE,119.05,31.65,F
Northern Song,过秦楼,周邦彦,叶喧凉吹,leaves rustle in cool breeze,叶,leaves,叶喧凉吹,Nature,real,FALSE,119.05,31.65,F
Northern Song,夜游宫,周邦彦,听几片、井桐飞坠,hear a few pieces of parasol leaves falling from the well,井桐飞坠,falling parasol leaves from the well,听几片、井桐飞坠,Nature,real,FALSE,114.31,34.79,F
Northern Song,解语花,周邦彦,箫鼓喧,flutes and drums clamor,箫鼓,flutes and drums,箫鼓喧，人影参差，满路飘香麝。,Instrument,real,FALSE,121.556686,29.880177,T
Northern Song,解语花,周邦彦,歌罢,singing ends,歌,singing,清漏移，飞盖归来，从舞休歌罢。,Human,real,FALSE,121.556686,29.880177,T
Northern Song,大酺,周邦彦,飞雨时鸣高屋,flying rain sometimes sounds on the high roof,飞雨,flying rain,对宿烟收，春禽静，飞雨时鸣高屋。,Nature,real,FALSE,,,
Northern Song,大酺,周邦彦,听檐声不断,listen to the continuous sound of eaves,檐声,sound of eaves (rain dripping),邮亭无人处，听檐声不断，困眠初熟。,Nature,real,FALSE,,,
Northern Song,大酺,周邦彦,笛中哀曲,sad tune in the flute,笛,flute,未怪平阳客，双泪落、笛中哀曲。,Instrument,imagination,FALSE,,,
Northern Song,大酺,周邦彦,春禽静,spring birds are quiet,春禽,spring birds,对宿烟收，春禽静，飞雨时鸣高屋。,Animal,real,TRUE,,,
Northern Song,花犯,周邦彦,吟望久,chanting and gazing for a long time,吟,chanting,吟望久，青苔上、旋看飞坠。,Human,real,FALSE,118.802891,32.064735,T
Northern Song,六丑,周邦彦,时叩窗隔,sometimes tapping on the window lattice,蜂媒蝶使,bees and butterflies,但蜂媒蝶使，时叩窗隔,Animal,real,FALSE,,,
Northern Song,六丑,周邦彦,成叹息,heaves a sigh,人,person (the speaker),静绕珍丛底，成叹息,Human,real,FALSE,,,
Northern Song,六丑,周邦彦,莫趁潮汐,do not follow the tides,潮汐,tides,漂流处、莫趁潮汐,Nature,imagination,TRUE,,,
Northern Song,兰陵王,周邦彦,哀弦,sad strings,弦,strings,又酒趁哀弦，灯照离席。,Instrument,real,FALSE,114.577442,38.152193,T
Northern Song,兰陵王,周邦彦,闻笛,hear flute,笛,flute,念月榭携手，露桥闻笛。,Instrument,memory,FALSE,114.577442,38.152193,T
Northern Song,西河,周邦彦,怒涛寂寞打孤城,angry waves lonely beat the solitary city,怒涛,angry waves,怒涛寂寞打孤城,Nature,real,FALSE,114.313904,34.802941,T
Northern Song,西河,周邦彦,酒旗戏鼓甚处市,"wine banners and theatrical drums, what market place?",戏鼓,theatrical drums,酒旗戏鼓甚处市,Instrument,memory,FALSE,114.313904,34.802941,T
Northern Song,西河,周邦彦,相对如说兴亡,facing each other as if speaking of rise and fall,燕子,swallows,相对如说兴亡,Animal,imagination,FALSE,114.313904,34.802941,T
Northern Song,绮寮怨,周邦彦,叹息,sigh,人（诗人）,person (poet),徘徊久、叹息愁思盈。,Human,real,FALSE,112.24722,30.340606,T
Northern Song,绮寮怨,周邦彦,旧曲凄清,"old tune, desolate and clear",旧曲,old tune,旧曲凄清。敛愁黛、与谁听。,Instrument,memory,FALSE,112.24722,30.340606,T
Northern Song,绮寮怨,周邦彦,与谁听,with whom to listen,旧曲,old tune,旧曲凄清。敛愁黛、与谁听。,Instrument,memory,TRUE,112.24722,30.340606,T
Northern Song,绮寮怨,周邦彦,歌声,singing voice,歌声,singing voice,歌声未尽处，先泪零。,Human,imagination,FALSE,112.24722,30.340606,T
Northern Song,拜星月・拜星月慢,周邦彦,秋虫叹,autumn insects sigh,秋虫,autumn insects,重门闭、败壁秋虫叹,Animal,real,FALSE,114.31,34.79,T
Northern Song,蝶恋花,周邦彦,惊乌栖不定,startled crows cannot settle,乌,crows,月皎惊乌栖不定,Animal,real,FALSE,,,
Northern Song,蝶恋花,周邦彦,辘轳牵金井,windlass pulls the golden well,辘轳,windlass,更漏将残，辘轳牵金井,Environment,real,FALSE,,,
Northern Song,蝶恋花,周邦彦,别语愁难听,parting words sorrowful hard to hear,别语,parting words,去意徊徨，别语愁难听,Human,real,FALSE,,,
Northern Song,蝶恋花,周邦彦,鸡相应,cocks respond to each other,鸡,roosters,露寒人远鸡相应,Animal,real,FALSE,,,
Northern Song,夜飞鹊・夜飞鹊慢,周邦彦,探风前津鼓,listen for the ferry drum in the wind,津鼓,ferry drum,相将散离会，探风前津鼓，树杪参旗。,Environment,real,FALSE,119.05,31.65,T
Northern Song,夜飞鹊・夜飞鹊慢,周邦彦,人语渐无闻,human voices gradually become inaudible,人语,human voices,迢递路回清野，人语渐无闻，空带愁归。,Human,real,TRUE,119.05,31.65,T
Northern Song,夜飞鹊・夜飞鹊慢,周邦彦,欷酹酒,sighing and pouring wine,欷,sigh,但徘徊班草，欷酹酒，极望天西。,Human,real,FALSE,119.05,31.65,T
Northern Song,关河令・清商怨,周邦彦,伫听寒声,standing listening to the cold sound,寒声,cold sound,伫听寒声，云深无雁影。,Nature,real,FALSE,,,
Northern Song,关河令・清商怨,周邦彦,人去寂静,"people gone, silent",人,people,更深人去寂静。,Human,real,TRUE,,,
Northern Song,南浦,孔夷,风悲画角,wind sorrows painted horn,画角,painted horn,风悲画角,Instrument,real,FALSE,115.89,41.8,F
Northern Song,南浦,孔夷,听单于、三弄落谯门,"listen to the Tanyu tune, three variations falling from the watchtower gate",单于,Tanyu tune (a melody),听单于、三弄落谯门,Instrument,real,FALSE,115.89,41.8,F
Northern Song,南浦,孔夷,敲窗,knocking on the window,乱叶,chaotic leaves,正敲窗、乱叶舞纷纷,Nature,real,FALSE,115.89,41.8,F
Northern Song,南浦,孔夷,送数声惊雁,send off several sounds of startled geese,惊雁,startled geese,送数声惊雁，下离烟水，嘹唳度寒云,Animal,real,FALSE,115.89,41.8,F
Northern Song,南浦,孔夷,嘹唳度寒云,loud and clear cries crossing cold clouds,惊雁,startled geese,送数声惊雁，下离烟水，嘹唳度寒云,Animal,real,FALSE,115.89,41.8,F
Southern Song,眉妩,王沂孙,休问,do not ask,人,people,千古盈亏休问,Human,imagination,TRUE,120.58,30.01,T
Southern Song,齐天乐,王沂孙,乍咽凉柯,suddenly sobbing on the cold branch,宫魂（蝉）,cicada (palace soul),乍咽凉柯，还移暗叶，重把离愁深诉。,Animal,real,FALSE,120.16,30.29,F
Southern Song,齐天乐,王沂孙,重把离愁深诉,again pouring out deep parting sorrow,宫魂（蝉）,cicada (palace soul),乍咽凉柯，还移暗叶，重把离愁深诉。,Animal,real,FALSE,120.16,30.29,F
Southern Song,齐天乐,王沂孙,玉筝调柱,tuning the jade zither's pegs,玉筝,jade zither,西窗过雨。怪瑶佩流空，玉筝调柱。,Instrument,real,FALSE,120.16,30.29,F
Southern Song,齐天乐,王沂孙,馀音更苦,the lingering sound is even more bitter,宫魂（蝉）,cicada (palace soul),馀音更苦。甚独抱清高，顿成凄楚。,Animal,real,FALSE,120.16,30.29,F
Southern Song,高阳台,王沂孙,霏霏玉管春葭,whistling sound of jade pipes and spring reeds,玉管春葭,jade pipes and spring reeds,残雪庭阴，轻寒帘影，霏霏玉管春葭。,Instrument,real,FALSE,120.58,30.01,F
Southern Song,紫萸香慢,姚云文,歌罢涕零,"after singing, tears fall",歌,singing,歌罢涕零,Human,real,FALSE,116.39,39.9,F
Southern Song,贺新郎,蒋捷,叹秦筝、斜鸿阵里，素弦尘扑,"sigh over the Qin zheng, among the slanting wild geese formation, plain strings covered with dust",秦筝,Qin zheng (a type of zither),叹秦筝、斜鸿阵里，素弦尘扑,Instrument,memory,FALSE,120.589613,31.304566,T
Southern Song,贺新郎,蒋捷,彩扇红牙今都在，恨无人、解听开元曲,"colorful fan and red clappers are still here, but regret no one understands to listen to the Kaiyuan tune",开元曲,Kaiyuan tune (a musical piece from the Kaiyuan era),彩扇红牙今都在，恨无人、解听开元曲,Instrument,imagination,TRUE,120.589613,31.304566,T
Southern Song,女冠子,蒋捷,一片笙箫,a whole stretch of sheng and xiao music,笙箫,sheng and xiao (Chinese wind instruments),一片笙箫，琉璃光射。,Instrument,memory,FALSE,119.82,31.36,T
Southern Song,女冠子,蒋捷,犹唱,still singing,邻女,neighbor girl,笑绿鬟邻女，倚窗犹唱，夕阳西下。,Human,real,FALSE,119.82,31.36,T
Southern Song,瑞鹤仙,蒋捷,断鼓零钟,broken drum and scattered bell,鼓钟,drum and bell,渐断鼓零钟，街喧初息。,Environment,real,FALSE,119.82,31.36,T
Southern Song,瑞鹤仙,蒋捷,街喧初息,street noise just subsided,街喧,street noise,渐断鼓零钟，街喧初息。,Environment,real,FALSE,119.82,31.36,T
Southern Song,瑞鹤仙,蒋捷,琼瑰暗泣,jade-like gems secretly weep,琼瑰,jade-like gems (metaphor for tears),琼瑰暗泣。,Human,real,FALSE,119.82,31.36,T
Southern Song,瑞鹤仙,蒋捷,红楼夜笛,night flute from the red chamber,笛,flute,休照红楼夜笛。,Instrument,imagination,TRUE,119.82,31.36,T
Southern Song,渡江云,张炎,风急暮潮初,"wind urgent, evening tide begins",风,wind,山空天入海，倚楼望极，风急暮潮初。,Nature,real,FALSE,120.58,30.01,T
Southern Song,解连环,张炎,暮雨相呼,evening rain calls to each other,暮雨,evening rain,暮雨相呼，怕蓦地、玉关重见,Nature,imagination,FALSE,112.15,30.6,F
Southern Song,月下笛,张炎,难听夜雨,hard to listen to the night rain,夜雨,night rain,第一是、难听夜雨,Nature,memory,FALSE,122.1,30.02,T
Southern Song,月下笛,张炎,拥衾谁语,who to talk to while hugging the quilt,语,speech,拥衾谁语,Human,real,FALSE,122.1,30.02,T
Northern and Southern Song Transition,贺新郎,叶梦得,啼莺语,orioles singing,莺,oriole,睡起啼莺语,Animal,real,FALSE,119.19,32.27,T
Northern and Southern Song Transition,贺新郎,叶梦得,唱金缕,sing Golden Thread,人,person,谁为我，唱金缕,Human,imagination,FALSE,119.19,32.27,T
Northern and Southern Song Transition,喜迁莺,刘一止,晓光催角,dawn light urges the horn,角,horn,晓光催角,Instrument,real,FALSE,119.9,30.88,T
Northern and Southern Song Transition,喜迁莺,刘一止,听宿鸟未惊,hear the roosting birds not startled,宿鸟,roosting birds,听宿鸟未惊,Animal,real,TRUE,119.9,30.88,T
Northern and Southern Song Transition,喜迁莺,刘一止,邻鸡先觉,neighbor's rooster first aware,邻鸡,neighbor's rooster,邻鸡先觉,Animal,real,FALSE,119.9,30.88,T
Northern and Southern Song Transition,喜迁莺,刘一止,马嘶人起,"horses neigh, people rise",马嘶,horse neighing,马嘶人起,Animal,real,FALSE,119.9,30.88,T
Northern and Southern Song Transition,点绛唇,汪藻,乱鸦啼後,after the crows caw in disorder,乱鸦,disorderly crows,乱鸦啼後,Animal,memory,FALSE,118.762888,30.951983,T
Northern and Southern Song Transition,三台,万俟咏,莺儿百啭,orioles warbling a hundred times,莺儿,orioles,乍莺儿百啭断续，燕子飞来飞去。,Animal,real,FALSE,114.31,34.79,T
Northern Song,江神子慢・江城子慢,田为,楼外孤鸿声渐远,"outside the tower, the sound of a lone swan gradually fades",孤鸿,lone swan,楼外孤鸿声渐远,Animal,real,FALSE,,,
Northern Song,江神子慢・江城子慢,田为,画角黄昏时节,painted horn at dusk,画角,painted horn (military instrument),消魂处、画角黄昏时节,Instrument,real,FALSE,,,
Northern Song,江神子慢・江城子慢,田为,声呜咽,the sound sobs,画角,painted horn,声呜咽,Instrument,real,FALSE,,,
Northern and Southern Song Transition,菩萨蛮,陈克,簸钱声,sound of tossing coins,簸钱,tossing coins,几处簸钱声,Environment,real,FALSE,120.16,30.29,F
Northern and Southern Song Transition,鹧鸪天,周紫芝,梧桐叶上三更雨,rain on wutong leaves at midnight,雨,rain,梧桐叶上三更雨，叶叶声声是别离。,Nature,real,FALSE,,,
Northern and Southern Song Transition,鹧鸪天,周紫芝,叶叶声声是别离,every leaf and every sound is parting,雨声,rain sound,梧桐叶上三更雨，叶叶声声是别离。,Nature,real,FALSE,,,
Northern and Southern Song Transition,鹧鸪天,周紫芝,调宝瑟,tune the precious zither,宝瑟,precious zither,调宝瑟，拨金猊。那时同唱鹧鸪词。,Instrument,memory,FALSE,,,
Northern and Southern Song Transition,鹧鸪天,周紫芝,同唱鹧鸪词,together sing the partridge song,人声,human voice,调宝瑟，拨金猊。那时同唱鹧鸪词。,Human,memory,FALSE,,,
Northern and Southern Song Transition,鹧鸪天,周紫芝,不听清歌,not hear the clear song,清歌,clear song,如今风雨西楼夜，不听清歌也泪垂。,Human,real,TRUE,,,
Southern Song,秦楼月・忆秦娥,范成大,催漏金虬咽,"urging the water-clock, the golden dragon sobs",金虬,golden dragon (water-clock spout),隔烟催漏金虬咽,Environment,real,FALSE,111.31,29.13,T
Southern Song,六州歌头,张孝祥,悄边声,silent border sounds,边声,border sounds,征尘暗，霜风劲，悄边声。,Environment,real,TRUE,118.802891,32.064735,T
Southern Song,六州歌头,张孝祥,笳鼓悲鸣,reed pipes and drums sadly sound,笳鼓,reed pipes and drums,看名王宵猎，骑火一川明。笳鼓悲鸣。,Instrument,real,FALSE,118.802891,32.064735,T
Southern Song,念奴娇,张孝祥,扣舷独笑,tap the gunwale and laugh alone,笑,laughter,扣舷独笑，不知今夕何夕。,Human,real,FALSE,114.5496665,28.672314,T
